,Drug_1,Drug_2,Correlation
5708,Midostaurin,STO609,-1070.0
5709,Midostaurin,SU11274,-1662.0
5710,Midostaurin,Sunitinib,1825.0
5711,Midostaurin,Tandutinib (MLN518),1207.0
5712,Midostaurin,TG100-115,-1126.0
5713,Midostaurin,TG101348,374.0
5714,Midostaurin,Tivozanib (AV-951),-1646.0
5715,Midostaurin,Tofacitinib (CP-690550),673.0
5716,Midostaurin,Tozasertib (VX-680),1202.0
5717,Midostaurin,Trametinib (GSK1120212),-871.0
5718,Midostaurin,Vandetanib (ZD6474),-1831.0
5719,Midostaurin,Vargetef,-2220.0
5720,Midostaurin,Vatalanib (PTK787),1239.0
5721,Midostaurin,Vemurafenib (PLX-4032),-1389.0
5722,Midostaurin,Venetoclax,-1310.0
5723,Midostaurin,Vismodegib (GDC-0449),-1047.0
5724,Midostaurin,Volasertib (BI-6727),-1133.0
5725,Midostaurin,VX-745,-1287.0
5726,Midostaurin,XAV-939,-688.0
5727,Midostaurin,YM-155,-1130.0
5728,MK-2206,MLN120B,-809.0
5729,MK-2206,MLN8054,-1097.0
5730,MK-2206,Motesanib (AMG-706),-1853.0
5731,MK-2206,Neratinib (HKI-272),-185.0
5732,MK-2206,NF-kB Activation Inhibitor,-450.0
5733,MK-2206,Nilotinib,-1508.0
5734,MK-2206,Nutlin 3a,-219.0
5735,MK-2206,NVP-ADW742,-460.0
5736,MK-2206,NVP-TAE684,-437.0
5737,MK-2206,Palbociclib,-297.0
5738,MK-2206,Panobinostat,-2055.0
5739,MK-2206,Pazopanib (GW786034),-651.0
5740,MK-2206,PD173955,-1066.0
5741,MK-2206,Pelitinib (EKB-569),-197.0
5742,MK-2206,PHA-665752,-491.0
5743,MK-2206,PHT-427,-599.0
5744,MK-2206,PI-103,1231.0
5745,MK-2206,PLX-4720,-671.0
5746,MK-2206,Ponatinib (AP24534),-349.0
5747,MK-2206,PP242,959.0
5748,MK-2206,PRT062607,-1136.0
5749,MK-2206,Quizartinib (AC220),-525.0
5750,MK-2206,RAF265 (CHIR-265),-223.0
5751,MK-2206,Rapamycin,1408.0
5752,MK-2206,Regorafenib (BAY 73-4506),-213.0
5753,MK-2206,Roscovitine (CYC-202),-225.0
5754,MK-2206,Ruxolitinib (INCB018424),-1389.0
5755,MK-2206,S31-201,-794.0
5756,MK-2206,Saracatinib (AZD0530),-991.0
5757,MK-2206,SB-431542,-1542.0
5758,MK-2206,Selinexor,-251.0
5759,MK-2206,Selumetinib (AZD6244),-1924.0
5760,MK-2206,SGX-523,-186.0
5761,MK-2206,SNS-032 (BMS-387032),-1769.0
5762,MK-2206,Sorafenib,-57.0
5763,MK-2206,SR9011,-65.0
5764,MK-2206,Staurosporine,-1450.0
5765,MK-2206,STO609,-1276.0
5766,MK-2206,SU11274,-623.0
5767,MK-2206,Sunitinib,-663.0
5768,MK-2206,Tandutinib (MLN518),-717.0
5769,MK-2206,TG100-115,1256.0
5770,MK-2206,TG101348,-948.0
5771,MK-2206,Tivozanib (AV-951),-611.0
5772,MK-2206,Tofacitinib (CP-690550),-1328.0
5773,MK-2206,Tozasertib (VX-680),-862.0
5774,MK-2206,Trametinib (GSK1120212),-1778.0
5775,MK-2206,Vandetanib (ZD6474),-484.0
5776,MK-2206,Vargetef,-638.0
5777,MK-2206,Vatalanib (PTK787),-401.0
5778,MK-2206,Vemurafenib (PLX-4032),-41.0
5779,MK-2206,Venetoclax,-82.0
5780,MK-2206,Vismodegib (GDC-0449),-1159.0
5781,MK-2206,Volasertib (BI-6727),-1211.0
5782,MK-2206,VX-745,-1075.0
5783,MK-2206,XAV-939,-1437.0
5784,MK-2206,YM-155,-1053.0
5785,MLN120B,MLN8054,-903.0
5786,MLN120B,Motesanib (AMG-706),-1560.0
5787,MLN120B,Neratinib (HKI-272),-1479.0
5788,MLN120B,NF-kB Activation Inhibitor,1135.0
5789,MLN120B,Nilotinib,-962.0
5790,MLN120B,Nutlin 3a,-748.0
5791,MLN120B,NVP-ADW742,-1002.0
5792,MLN120B,NVP-TAE684,-1121.0
5793,MLN120B,Palbociclib,-706.0
5794,MLN120B,Panobinostat,-980.0
5795,MLN120B,Pazopanib (GW786034),-980.0
5796,MLN120B,PD173955,-1451.0
5797,MLN120B,Pelitinib (EKB-569),-1171.0
5798,MLN120B,PHA-665752,-887.0
5799,MLN120B,PHT-427,-744.0
5800,MLN120B,PI-103,-1325.0
5801,MLN120B,PLX-4720,-1313.0
5802,MLN120B,Ponatinib (AP24534),-1185.0
5803,MLN120B,PP242,-1095.0
5804,MLN120B,PRT062607,-2025.0
5805,MLN120B,Quizartinib (AC220),-993.0
5806,MLN120B,RAF265 (CHIR-265),-1041.0
5807,MLN120B,Rapamycin,-1876.0
5808,MLN120B,Regorafenib (BAY 73-4506),-1787.0
5809,MLN120B,Roscovitine (CYC-202),-1051.0
5810,MLN120B,Ruxolitinib (INCB018424),-1596.0
5811,MLN120B,S31-201,-873.0
5812,MLN120B,Saracatinib (AZD0530),-1621.0
5813,MLN120B,SB-431542,-1879.0
5814,MLN120B,Selinexor,-506.0
5815,MLN120B,Selumetinib (AZD6244),-1347.0
5816,MLN120B,SGX-523,-2191.0
5817,MLN120B,SNS-032 (BMS-387032),-1240.0
5818,MLN120B,Sorafenib,-902.0
5819,MLN120B,SR9011,-883.0
5820,MLN120B,Staurosporine,-706.0
5821,MLN120B,STO609,-2160.0
5822,MLN120B,SU11274,-941.0
5823,MLN120B,Sunitinib,-1103.0
5824,MLN120B,Tandutinib (MLN518),-812.0
5825,MLN120B,TG100-115,-1599.0
5826,MLN120B,TG101348,-466.0
5827,MLN120B,Tivozanib (AV-951),-1073.0
5828,MLN120B,Tofacitinib (CP-690550),-1968.0
5829,MLN120B,Tozasertib (VX-680),-1270.0
5830,MLN120B,Trametinib (GSK1120212),-1273.0
5831,MLN120B,Vandetanib (ZD6474),-1004.0
5832,MLN120B,Vargetef,-1161.0
5833,MLN120B,Vatalanib (PTK787),-1791.0
5834,MLN120B,Vemurafenib (PLX-4032),-931.0
5835,MLN120B,Venetoclax,-998.0
5836,MLN120B,Vismodegib (GDC-0449),-1347.0
5837,MLN120B,Volasertib (BI-6727),-1010.0
5838,MLN120B,VX-745,-1960.0
5839,MLN120B,XAV-939,-1907.0
5840,MLN120B,YM-155,-893.0
5841,MLN8054,Motesanib (AMG-706),-1030.0
5842,MLN8054,Neratinib (HKI-272),-1136.0
5843,MLN8054,NF-kB Activation Inhibitor,-893.0
5844,MLN8054,Nilotinib,-1418.0
5845,MLN8054,Nutlin 3a,-1231.0
5846,MLN8054,NVP-ADW742,-548.0
5847,MLN8054,NVP-TAE684,-990.0
5848,MLN8054,Palbociclib,-1381.0
5849,MLN8054,Panobinostat,-2139.0
5850,MLN8054,Pazopanib (GW786034),-793.0
5851,MLN8054,PD173955,-1978.0
5852,MLN8054,Pelitinib (EKB-569),-1183.0
5853,MLN8054,PHA-665752,-943.0
5854,MLN8054,PHT-427,-680.0
5855,MLN8054,PI-103,-1052.0
5856,MLN8054,PLX-4720,-379.0
5857,MLN8054,Ponatinib (AP24534),-481.0
5858,MLN8054,PP242,-801.0
5859,MLN8054,PRT062607,-1409.0
5860,MLN8054,Quizartinib (AC220),-509.0
5861,MLN8054,RAF265 (CHIR-265),-1359.0
5862,MLN8054,Rapamycin,-1438.0
5863,MLN8054,Regorafenib (BAY 73-4506),-732.0
5864,MLN8054,Roscovitine (CYC-202),-1164.0
5865,MLN8054,Ruxolitinib (INCB018424),-1719.0
5866,MLN8054,S31-201,-1183.0
5867,MLN8054,Saracatinib (AZD0530),-592.0
5868,MLN8054,SB-431542,-1783.0
5869,MLN8054,Selinexor,-616.0
5870,MLN8054,Selumetinib (AZD6244),-1952.0
5871,MLN8054,SGX-523,-472.0
5872,MLN8054,SNS-032 (BMS-387032),-1500.0
5873,MLN8054,Sorafenib,-628.0
5874,MLN8054,SR9011,-1014.0
5875,MLN8054,Staurosporine,-1757.0
5876,MLN8054,STO609,-961.0
5877,MLN8054,SU11274,-1409.0
5878,MLN8054,Sunitinib,-404.0
5879,MLN8054,Tandutinib (MLN518),-632.0
5880,MLN8054,TG100-115,-1060.0
5881,MLN8054,TG101348,-530.0
5882,MLN8054,Tivozanib (AV-951),-679.0
5883,MLN8054,Tofacitinib (CP-690550),-1718.0
5884,MLN8054,Tozasertib (VX-680),1038.0
5885,MLN8054,Trametinib (GSK1120212),-1722.0
5886,MLN8054,Vandetanib (ZD6474),-893.0
5887,MLN8054,Vargetef,-934.0
5888,MLN8054,Vatalanib (PTK787),-908.0
5889,MLN8054,Vemurafenib (PLX-4032),-1092.0
5890,MLN8054,Venetoclax,-798.0
5891,MLN8054,Vismodegib (GDC-0449),-938.0
5892,MLN8054,Volasertib (BI-6727),-1879.0
5893,MLN8054,VX-745,-720.0
5894,MLN8054,XAV-939,-1583.0
5895,MLN8054,YM-155,-1416.0
5896,Motesanib (AMG-706),Neratinib (HKI-272),-673.0
5897,Motesanib (AMG-706),NF-kB Activation Inhibitor,-489.0
5898,Motesanib (AMG-706),Nilotinib,-1307.0
5899,Motesanib (AMG-706),Nutlin 3a,-607.0
5900,Motesanib (AMG-706),NVP-ADW742,-315.0
5901,Motesanib (AMG-706),NVP-TAE684,-644.0
5902,Motesanib (AMG-706),Palbociclib,-445.0
5903,Motesanib (AMG-706),Panobinostat,-1735.0
5904,Motesanib (AMG-706),Pazopanib (GW786034),823.0
5905,Motesanib (AMG-706),PD173955,1568.0
5906,Motesanib (AMG-706),Pelitinib (EKB-569),-528.0
5907,Motesanib (AMG-706),PHA-665752,-386.0
5908,Motesanib (AMG-706),PHT-427,-851.0
5909,Motesanib (AMG-706),PI-103,-1557.0
5910,Motesanib (AMG-706),PLX-4720,-809.0
5911,Motesanib (AMG-706),Ponatinib (AP24534),1089.0
5912,Motesanib (AMG-706),PP242,-1388.0
5913,Motesanib (AMG-706),PRT062607,-1367.0
5914,Motesanib (AMG-706),Quizartinib (AC220),1078.0
5915,Motesanib (AMG-706),RAF265 (CHIR-265),-449.0
5916,Motesanib (AMG-706),Rapamycin,-1925.0
5917,Motesanib (AMG-706),Regorafenib (BAY 73-4506),1055.0
5918,Motesanib (AMG-706),Roscovitine (CYC-202),-559.0
5919,Motesanib (AMG-706),Ruxolitinib (INCB018424),-2120.0
5920,Motesanib (AMG-706),S31-201,-494.0
5921,Motesanib (AMG-706),Saracatinib (AZD0530),-930.0
5922,Motesanib (AMG-706),SB-431542,-1546.0
5923,Motesanib (AMG-706),Selinexor,-280.0
5924,Motesanib (AMG-706),Selumetinib (AZD6244),-2054.0
5925,Motesanib (AMG-706),SGX-523,-680.0
5926,Motesanib (AMG-706),SNS-032 (BMS-387032),-1513.0
5927,Motesanib (AMG-706),Sorafenib,591.0
5928,Motesanib (AMG-706),SR9011,-363.0
5929,Motesanib (AMG-706),Staurosporine,-1318.0
5930,Motesanib (AMG-706),STO609,-1409.0
5931,Motesanib (AMG-706),SU11274,-814.0
5932,Motesanib (AMG-706),Sunitinib,757.0
5933,Motesanib (AMG-706),Tandutinib (MLN518),1218.0
5934,Motesanib (AMG-706),TG100-115,-1520.0
5935,Motesanib (AMG-706),TG101348,-823.0
5936,Motesanib (AMG-706),Tivozanib (AV-951),1239.0
5937,Motesanib (AMG-706),Tofacitinib (CP-690550),-1538.0
5938,Motesanib (AMG-706),Tozasertib (VX-680),1015.0
5939,Motesanib (AMG-706),Trametinib (GSK1120212),-1763.0
5940,Motesanib (AMG-706),Vandetanib (ZD6474),412.0
5941,Motesanib (AMG-706),Vargetef,-741.0
5942,Motesanib (AMG-706),Vatalanib (PTK787),974.0
5943,Motesanib (AMG-706),Vemurafenib (PLX-4032),-142.0
5944,Motesanib (AMG-706),Venetoclax,-483.0
5945,Motesanib (AMG-706),Vismodegib (GDC-0449),-1626.0
5946,Motesanib (AMG-706),Volasertib (BI-6727),-1017.0
5947,Motesanib (AMG-706),VX-745,-1312.0
5948,Motesanib (AMG-706),XAV-939,-1644.0
5949,Motesanib (AMG-706),YM-155,-1446.0
5950,Neratinib (HKI-272),NF-kB Activation Inhibitor,-2182.0
5951,Neratinib (HKI-272),Nilotinib,-181.0
5952,Neratinib (HKI-272),Nutlin 3a,-1379.0
5953,Neratinib (HKI-272),NVP-ADW742,-1284.0
5954,Neratinib (HKI-272),NVP-TAE684,2114.0
5955,Neratinib (HKI-272),Palbociclib,-1273.0
5956,Neratinib (HKI-272),Panobinostat,-238.0
5957,Neratinib (HKI-272),Pazopanib (GW786034),-1517.0
5958,Neratinib (HKI-272),PD173955,318.0
5959,Neratinib (HKI-272),Pelitinib (EKB-569),1772.0
5960,Neratinib (HKI-272),PHA-665752,-1671.0
5961,Neratinib (HKI-272),PHT-427,-1040.0
5962,Neratinib (HKI-272),PI-103,-640.0
5963,Neratinib (HKI-272),PLX-4720,-970.0
5964,Neratinib (HKI-272),Ponatinib (AP24534),-1500.0
5965,Neratinib (HKI-272),PP242,-1665.0
5966,Neratinib (HKI-272),PRT062607,-1376.0
5967,Neratinib (HKI-272),Quizartinib (AC220),-907.0
5968,Neratinib (HKI-272),RAF265 (CHIR-265),-2387.0
5969,Neratinib (HKI-272),Rapamycin,-805.0
5970,Neratinib (HKI-272),Regorafenib (BAY 73-4506),-1921.0
5971,Neratinib (HKI-272),Roscovitine (CYC-202),-2116.0
5972,Neratinib (HKI-272),Ruxolitinib (INCB018424),-600.0
5973,Neratinib (HKI-272),S31-201,-1097.0
5974,Neratinib (HKI-272),Saracatinib (AZD0530),-2194.0
5975,Neratinib (HKI-272),SB-431542,-815.0
5976,Neratinib (HKI-272),Selinexor,-530.0
5977,Neratinib (HKI-272),Selumetinib (AZD6244),-277.0
5978,Neratinib (HKI-272),SGX-523,-1534.0
5979,Neratinib (HKI-272),SNS-032 (BMS-387032),-106.0
5980,Neratinib (HKI-272),Sorafenib,-980.0
5981,Neratinib (HKI-272),SR9011,-1352.0
5982,Neratinib (HKI-272),Staurosporine,-157.0
5983,Neratinib (HKI-272),STO609,-1219.0
5984,Neratinib (HKI-272),SU11274,-1415.0
5985,Neratinib (HKI-272),Sunitinib,-1435.0
5986,Neratinib (HKI-272),Tandutinib (MLN518),-716.0
5987,Neratinib (HKI-272),TG100-115,-582.0
5988,Neratinib (HKI-272),TG101348,180.0
5989,Neratinib (HKI-272),Tivozanib (AV-951),-1327.0
5990,Neratinib (HKI-272),Tofacitinib (CP-690550),-375.0
5991,Neratinib (HKI-272),Tozasertib (VX-680),-740.0
5992,Neratinib (HKI-272),Trametinib (GSK1120212),-185.0
5993,Neratinib (HKI-272),Vandetanib (ZD6474),1839.0
5994,Neratinib (HKI-272),Vargetef,-2367.0
5995,Neratinib (HKI-272),Vatalanib (PTK787),-1943.0
5996,Neratinib (HKI-272),Vemurafenib (PLX-4032),-2406.0
5997,Neratinib (HKI-272),Venetoclax,-1625.0
5998,Neratinib (HKI-272),Vismodegib (GDC-0449),-760.0
5999,Neratinib (HKI-272),Volasertib (BI-6727),-1215.0
6000,Neratinib (HKI-272),VX-745,-1020.0
6001,Neratinib (HKI-272),XAV-939,-903.0
6002,Neratinib (HKI-272),YM-155,-826.0
6003,NF-kB Activation Inhibitor,Nilotinib,-389.0
6004,NF-kB Activation Inhibitor,Nutlin 3a,-1613.0
6005,NF-kB Activation Inhibitor,NVP-ADW742,-1706.0
6006,NF-kB Activation Inhibitor,NVP-TAE684,-2067.0
6007,NF-kB Activation Inhibitor,Palbociclib,-1705.0
6008,NF-kB Activation Inhibitor,Panobinostat,-110.0
6009,NF-kB Activation Inhibitor,Pazopanib (GW786034),-1505.0
6010,NF-kB Activation Inhibitor,PD173955,-619.0
6011,NF-kB Activation Inhibitor,Pelitinib (EKB-569),-1708.0
6012,NF-kB Activation Inhibitor,PHA-665752,-1780.0
6013,NF-kB Activation Inhibitor,PHT-427,-516.0
6014,NF-kB Activation Inhibitor,PI-103,-632.0
6015,NF-kB Activation Inhibitor,PLX-4720,-748.0
6016,NF-kB Activation Inhibitor,Ponatinib (AP24534),-1363.0
6017,NF-kB Activation Inhibitor,PP242,-1189.0
6018,NF-kB Activation Inhibitor,PRT062607,-1121.0
6019,NF-kB Activation Inhibitor,Quizartinib (AC220),-1524.0
6020,NF-kB Activation Inhibitor,RAF265 (CHIR-265),-2126.0
6021,NF-kB Activation Inhibitor,Rapamycin,-811.0
6022,NF-kB Activation Inhibitor,Regorafenib (BAY 73-4506),-1500.0
6023,NF-kB Activation Inhibitor,Roscovitine (CYC-202),-1662.0
6024,NF-kB Activation Inhibitor,Ruxolitinib (INCB018424),-492.0
6025,NF-kB Activation Inhibitor,S31-201,-1400.0
6026,NF-kB Activation Inhibitor,Saracatinib (AZD0530),-1722.0
6027,NF-kB Activation Inhibitor,SB-431542,-998.0
6028,NF-kB Activation Inhibitor,Selinexor,-676.0
6029,NF-kB Activation Inhibitor,Selumetinib (AZD6244),-358.0
6030,NF-kB Activation Inhibitor,SGX-523,-1271.0
6031,NF-kB Activation Inhibitor,SNS-032 (BMS-387032),-566.0
6032,NF-kB Activation Inhibitor,Sorafenib,-952.0
6033,NF-kB Activation Inhibitor,SR9011,-1842.0
6034,NF-kB Activation Inhibitor,Staurosporine,-351.0
6035,NF-kB Activation Inhibitor,STO609,-1121.0
6036,NF-kB Activation Inhibitor,SU11274,-1669.0
6037,NF-kB Activation Inhibitor,Sunitinib,-1395.0
6038,NF-kB Activation Inhibitor,Tandutinib (MLN518),-873.0
6039,NF-kB Activation Inhibitor,TG100-115,-564.0
6040,NF-kB Activation Inhibitor,TG101348,-305.0
6041,NF-kB Activation Inhibitor,Tivozanib (AV-951),-1218.0
6042,NF-kB Activation Inhibitor,Tofacitinib (CP-690550),-572.0
6043,NF-kB Activation Inhibitor,Tozasertib (VX-680),-1210.0
6044,NF-kB Activation Inhibitor,Trametinib (GSK1120212),-591.0
6045,NF-kB Activation Inhibitor,Vandetanib (ZD6474),-2124.0
6046,NF-kB Activation Inhibitor,Vargetef,-2377.0
6047,NF-kB Activation Inhibitor,Vatalanib (PTK787),-1634.0
6048,NF-kB Activation Inhibitor,Vemurafenib (PLX-4032),-2023.0
6049,NF-kB Activation Inhibitor,Venetoclax,-1819.0
6050,NF-kB Activation Inhibitor,Vismodegib (GDC-0449),-613.0
6051,NF-kB Activation Inhibitor,Volasertib (BI-6727),-1019.0
6052,NF-kB Activation Inhibitor,VX-745,-1118.0
6053,NF-kB Activation Inhibitor,XAV-939,-773.0
6054,NF-kB Activation Inhibitor,YM-155,-737.0
6055,Nilotinib,Nutlin 3a,-425.0
6056,Nilotinib,NVP-ADW742,-462.0
6057,Nilotinib,NVP-TAE684,-280.0
6058,Nilotinib,Palbociclib,-363.0
6059,Nilotinib,Panobinostat,-2043.0
6060,Nilotinib,Pazopanib (GW786034),-558.0
6061,Nilotinib,PD173955,2348.0
6062,Nilotinib,Pelitinib (EKB-569),-356.0
6063,Nilotinib,PHA-665752,-268.0
6064,Nilotinib,PHT-427,-467.0
6065,Nilotinib,PI-103,-998.0
6066,Nilotinib,PLX-4720,-1238.0
6067,Nilotinib,Ponatinib (AP24534),738.0
6068,Nilotinib,PP242,-892.0
6069,Nilotinib,PRT062607,-635.0
6070,Nilotinib,Quizartinib (AC220),-730.0
6071,Nilotinib,RAF265 (CHIR-265),-309.0
6072,Nilotinib,Rapamycin,-2114.0
6073,Nilotinib,Regorafenib (BAY 73-4506),-497.0
6074,Nilotinib,Roscovitine (CYC-202),-123.0
6075,Nilotinib,Ruxolitinib (INCB018424),-2385.0
6076,Nilotinib,S31-201,-1573.0
6077,Nilotinib,Saracatinib (AZD0530),-689.0
6078,Nilotinib,SB-431542,-2167.0
6079,Nilotinib,Selinexor,-361.0
6080,Nilotinib,Selumetinib (AZD6244),-2237.0
6081,Nilotinib,SGX-523,-645.0
6082,Nilotinib,SNS-032 (BMS-387032),-2523.0
6083,Nilotinib,Sorafenib,-387.0
6084,Nilotinib,SR9011,-116.0
6085,Nilotinib,Staurosporine,-2067.0
6086,Nilotinib,STO609,-1107.0
6087,Nilotinib,SU11274,-465.0
6088,Nilotinib,Sunitinib,-547.0
6089,Nilotinib,Tandutinib (MLN518),-777.0
6090,Nilotinib,TG100-115,-562.0
6091,Nilotinib,TG101348,-1199.0
6092,Nilotinib,Tivozanib (AV-951),-990.0
6093,Nilotinib,Tofacitinib (CP-690550),-2049.0
6094,Nilotinib,Tozasertib (VX-680),-430.0
6095,Nilotinib,Trametinib (GSK1120212),-1690.0
6096,Nilotinib,Vandetanib (ZD6474),-364.0
6097,Nilotinib,Vargetef,-372.0
6098,Nilotinib,Vatalanib (PTK787),-869.0
6099,Nilotinib,Vemurafenib (PLX-4032),-214.0
6100,Nilotinib,Venetoclax,-213.0
6101,Nilotinib,Vismodegib (GDC-0449),-703.0
6102,Nilotinib,Volasertib (BI-6727),-433.0
6103,Nilotinib,VX-745,-514.0
6104,Nilotinib,XAV-939,-1907.0
6105,Nilotinib,YM-155,-780.0
6106,Nutlin 3a,NVP-ADW742,-642.0
6107,Nutlin 3a,NVP-TAE684,-1341.0
6108,Nutlin 3a,Palbociclib,-1356.0
6109,Nutlin 3a,Panobinostat,-394.0
6110,Nutlin 3a,Pazopanib (GW786034),-1813.0
6111,Nutlin 3a,PD173955,-477.0
6112,Nutlin 3a,Pelitinib (EKB-569),-1374.0
6113,Nutlin 3a,PHA-665752,-978.0
6114,Nutlin 3a,PHT-427,-753.0
6115,Nutlin 3a,PI-103,-259.0
6116,Nutlin 3a,PLX-4720,-478.0
6117,Nutlin 3a,Ponatinib (AP24534),-540.0
6118,Nutlin 3a,PP242,-763.0
6119,Nutlin 3a,PRT062607,-814.0
6120,Nutlin 3a,Quizartinib (AC220),-546.0
6121,Nutlin 3a,RAF265 (CHIR-265),-1427.0
6122,Nutlin 3a,Rapamycin,-119.0
6123,Nutlin 3a,Regorafenib (BAY 73-4506),-1038.0
6124,Nutlin 3a,Roscovitine (CYC-202),-1514.0
6125,Nutlin 3a,Ruxolitinib (INCB018424),-416.0
6126,Nutlin 3a,S31-201,-832.0
6127,Nutlin 3a,Saracatinib (AZD0530),-773.0
6128,Nutlin 3a,SB-431542,-426.0
6129,Nutlin 3a,Selinexor,-1103.0
6130,Nutlin 3a,Selumetinib (AZD6244),-307.0
6131,Nutlin 3a,SGX-523,-1149.0
6132,Nutlin 3a,SNS-032 (BMS-387032),-199.0
6133,Nutlin 3a,Sorafenib,-635.0
6134,Nutlin 3a,SR9011,-1110.0
6135,Nutlin 3a,Staurosporine,-468.0
6136,Nutlin 3a,STO609,-744.0
6137,Nutlin 3a,SU11274,-1263.0
6138,Nutlin 3a,Sunitinib,-440.0
6139,Nutlin 3a,Tandutinib (MLN518),-216.0
6140,Nutlin 3a,TG100-115,-562.0
6141,Nutlin 3a,TG101348,-404.0
6142,Nutlin 3a,Tivozanib (AV-951),-712.0
6143,Nutlin 3a,Tofacitinib (CP-690550),-461.0
6144,Nutlin 3a,Tozasertib (VX-680),-533.0
6145,Nutlin 3a,Trametinib (GSK1120212),-171.0
6146,Nutlin 3a,Vandetanib (ZD6474),-1467.0
6147,Nutlin 3a,Vargetef,-1222.0
6148,Nutlin 3a,Vatalanib (PTK787),-1196.0
6149,Nutlin 3a,Vemurafenib (PLX-4032),-1783.0
6150,Nutlin 3a,Venetoclax,-1743.0
6151,Nutlin 3a,Vismodegib (GDC-0449),-570.0
6152,Nutlin 3a,Volasertib (BI-6727),-825.0
6153,Nutlin 3a,VX-745,-401.0
6154,Nutlin 3a,XAV-939,-286.0
6155,Nutlin 3a,YM-155,-696.0
6156,NVP-ADW742,NVP-TAE684,1620.0
6157,NVP-ADW742,Palbociclib,-1006.0
6158,NVP-ADW742,Panobinostat,-280.0
6159,NVP-ADW742,Pazopanib (GW786034),-936.0
6160,NVP-ADW742,PD173955,-710.0
6161,NVP-ADW742,Pelitinib (EKB-569),-688.0
6162,NVP-ADW742,PHA-665752,-1737.0
6163,NVP-ADW742,PHT-427,-561.0
6164,NVP-ADW742,PI-103,-644.0
6165,NVP-ADW742,PLX-4720,-842.0
6166,NVP-ADW742,Ponatinib (AP24534),-1274.0
6167,NVP-ADW742,PP242,-731.0
6168,NVP-ADW742,PRT062607,-561.0
6169,NVP-ADW742,Quizartinib (AC220),-1413.0
6170,NVP-ADW742,RAF265 (CHIR-265),-1120.0
6171,NVP-ADW742,Rapamycin,-1015.0
6172,NVP-ADW742,Regorafenib (BAY 73-4506),-1008.0
6173,NVP-ADW742,Roscovitine (CYC-202),-796.0
6174,NVP-ADW742,Ruxolitinib (INCB018424),-590.0
6175,NVP-ADW742,S31-201,-1431.0
6176,NVP-ADW742,Saracatinib (AZD0530),-1160.0
6177,NVP-ADW742,SB-431542,-1132.0
6178,NVP-ADW742,Selinexor,-646.0
6179,NVP-ADW742,Selumetinib (AZD6244),-310.0
6180,NVP-ADW742,SGX-523,-1607.0
6181,NVP-ADW742,SNS-032 (BMS-387032),-731.0
6182,NVP-ADW742,Sorafenib,-794.0
6183,NVP-ADW742,SR9011,-865.0
6184,NVP-ADW742,Staurosporine,-216.0
6185,NVP-ADW742,STO609,-1319.0
6186,NVP-ADW742,SU11274,-1015.0
6187,NVP-ADW742,Sunitinib,-1338.0
6188,NVP-ADW742,Tandutinib (MLN518),-826.0
6189,NVP-ADW742,TG100-115,-732.0
6190,NVP-ADW742,TG101348,-353.0
6191,NVP-ADW742,Tivozanib (AV-951),-729.0
6192,NVP-ADW742,Tofacitinib (CP-690550),-555.0
6193,NVP-ADW742,Tozasertib (VX-680),-1347.0
6194,NVP-ADW742,Trametinib (GSK1120212),-767.0
6195,NVP-ADW742,Vandetanib (ZD6474),-1498.0
6196,NVP-ADW742,Vargetef,-1574.0
6197,NVP-ADW742,Vatalanib (PTK787),-1451.0
6198,NVP-ADW742,Vemurafenib (PLX-4032),-1161.0
6199,NVP-ADW742,Venetoclax,-1085.0
6200,NVP-ADW742,Vismodegib (GDC-0449),-575.0
6201,NVP-ADW742,Volasertib (BI-6727),-408.0
6202,NVP-ADW742,VX-745,-953.0
6203,NVP-ADW742,XAV-939,-1055.0
6204,NVP-ADW742,YM-155,-371.0
6205,NVP-TAE684,Palbociclib,-1382.0
6206,NVP-TAE684,Panobinostat,-181.0
6207,NVP-TAE684,Pazopanib (GW786034),-1500.0
6208,NVP-TAE684,PD173955,293.0
6209,NVP-TAE684,Pelitinib (EKB-569),-1378.0
6210,NVP-TAE684,PHA-665752,1730.0
6211,NVP-TAE684,PHT-427,-666.0
6212,NVP-TAE684,PI-103,-505.0
6213,NVP-TAE684,PLX-4720,-489.0
6214,NVP-TAE684,Ponatinib (AP24534),1411.0
6215,NVP-TAE684,PP242,-1239.0
6216,NVP-TAE684,PRT062607,-989.0
6217,NVP-TAE684,Quizartinib (AC220),-1429.0
6218,NVP-TAE684,RAF265 (CHIR-265),-1878.0
6219,NVP-TAE684,Rapamycin,-910.0
6220,NVP-TAE684,Regorafenib (BAY 73-4506),-1686.0
6221,NVP-TAE684,Roscovitine (CYC-202),-1412.0
6222,NVP-TAE684,Ruxolitinib (INCB018424),-597.0
6223,NVP-TAE684,S31-201,-722.0
6224,NVP-TAE684,Saracatinib (AZD0530),-1978.0
6225,NVP-TAE684,SB-431542,-1070.0
6226,NVP-TAE684,Selinexor,-542.0
6227,NVP-TAE684,Selumetinib (AZD6244),-150.0
6228,NVP-TAE684,SGX-523,1281.0
6229,NVP-TAE684,SNS-032 (BMS-387032),-338.0
6230,NVP-TAE684,Sorafenib,-1017.0
6231,NVP-TAE684,SR9011,-1409.0
6232,NVP-TAE684,Staurosporine,-166.0
6233,NVP-TAE684,STO609,-1106.0
6234,NVP-TAE684,SU11274,-1739.0
6235,NVP-TAE684,Sunitinib,-1405.0
